score;reg;law;stage;price;name;customer;okpd;card;search
60;0816500000626012703;44-ФЗ;Закупка завершена;18314193.48;Приобретение 3 (трех) жилых помещений (благоустроенных квартир) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012703;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012703
60;0816500000626012688;44-ФЗ;Закупка завершена;16964839.32;Приобретение 3 (трех) жилых помещений (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012688;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012688
60;0816500000626012728;44-ФЗ;Закупка завершена;16385014.8;Приобретение 3 (трех) жилых помещений (благоустроенных квартир) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012728;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012728
60;0816500000626012768;44-ФЗ;Закупка завершена;14181987.6;Приобретение 2 (двух) жилых помещений (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012768;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012768
60;0816500000626013013;44-ФЗ;Закупка завершена;13713844.32;Приобретение 2 (двух) жилых помещений (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626013013;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626013013
60;0816500000626012740;44-ФЗ;Закупка завершена;13686306.48;Приобретение 2 (двух) жилых помещений (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012740;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012740
60;0816500000626012771;44-ФЗ;Закупка завершена;13045286.76;Приобретение 2 (двух) жилых помещений (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012771;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012771
60;0816500000626013001;44-ФЗ;Закупка завершена;12850992.0;Приобретение 3 (трех) жилых помещений (благоустроенных квартир) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626013001;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626013001
60;0816500000626012739;44-ФЗ;Закупка завершена;10826960.76;Приобретение 2 (двух) жилых помещений (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012739;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012739
60;0816500000626013016;44-ФЗ;Закупка завершена;10439901.12;Приобретение 1 (одного) жилого помещения (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626013016;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626013016
55;32616299170;223-ФЗ;Закупка завершена;1993550.76;Замена ветхой теплосети по ул. Абалаковская г. Лесосибирска.;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЖИЛИЩНО - КОММУНАЛЬНОЕ ХОЗЯЙСТВО, Г.ЛЕСОСИБИРСКА""";43.22.12.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616299170;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616299170
55;32616284958;223-ФЗ;Закупка завершена;650000.0;"Выполнение работ по ремонту тепловых камер УТ-4; УТ-5; УТ-6; ТК 129-22-9 системы отопления НГУЭУ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ И УПРАВЛЕНИЯ ""НИНХ""";43.22.12.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616284958;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616284958
55;32616292760;223-ФЗ;Закупка завершена;601268.57;Выполнение работ по устройству подъездных путей для пожарной машины в ЛРЦ ГАУ РС (Я) «Республиканская клиническая больница №3», согласно предписанию ОНД ГУ МЧС РС(Я);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №3""";43.99.90.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616292760;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616292760
55;32616295379;223-ФЗ;Закупка завершена;463963.23;Выполнение работ по текущему ремонту помещений филиала АО «Каминжиниринг» в г. Вилючинск по ул. Мира, д. 16;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАМИНЖИНИРИНГ""";43.39.19.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616295379;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616295379
55;32616250417;223-ФЗ;Закупка завершена;417481.56;Выполнение работ по текущему ремонту сантехнической системы;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКАЯ РЕСПУБЛИКАНСКАЯ ОФТАЛЬМОЛОГИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";43.22.12.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616250417;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616250417
55;32616295629;223-ФЗ;Закупка завершена;394940.0;Выполнение строительно-монтажных работ по Объекту: «Герметизация колодцев»;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАМИНЖИНИРИНГ""";43.99.10.120;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616295629;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616295629
53;32616272542;223-ФЗ;Работа комиссии;9999900.0;ОКПД2 41.20.20.110 Выполнение работ по текущему ремонту санитарно-бытовых помещений на Хабаровской ТЭЦ-2, г. Хабаровск;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";41.20.20.110;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616272542;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616272542
53;32616258358;223-ФЗ;Подача заявок;7877606.66;ОКПД2 43.21.10 Организация системы видеонаблюдения по зданию в г. Южно-Сахалинске Коммунистический проспект д. 43 (Лот № 0801-ТПиР БЕЗОП-2026-СЭ);"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""САХАЛИНЭНЕРГО""";43.21.10.170;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616258358;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616258358
53;32616193807;223-ФЗ;Работа комиссии;3488887.0;"Выполнение строительно-монтажных работ по объекту У-ИТЭЦ: ""Промышленное видеонаблюдение ГК ЦТЩУ 1-4, ГЩУ. Инв. № ИЭ01800047. Техническое перевооружение промышленного видеонаблюдения ГК ЦТЩУ 1-4, ГЩУ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";43.21.10;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616193807;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616193807
48;0816500000626012939;44-ФЗ;Закупка завершена;7393910.04;Приобретение 1 (одного) жилого помещения (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012939;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012939
48;0816500000626013025;44-ФЗ;Закупка завершена;7185846.36;Приобретение 1 (одного) жилого помещения (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626013025;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626013025
48;0134300097526000943;44-ФЗ;Закупка завершена;7135999.87;"Приобретение жилого помещения (квартиры) путем участия в долевом строительстве в целях реализации муниципальной адресной программы ""Переселение граждан, проживающих на территории города Иркутска, из аварийного жилищного фонда, признанного таковым после 1 января 2017 года, в 2025-2028 годах""";КОМИТЕТ ПО ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКЕ АДМИНИСТРАЦИИ ГОРОДА ИРКУТСКА;;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0134300097526000943;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0134300097526000943
48;0816500000626012942;44-ФЗ;Закупка завершена;6168476.16;Приобретение 1 (одного) жилого помещения (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626012942;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626012942
48;0134300097526000944;44-ФЗ;Закупка завершена;6069233.21;"Приобретение жилого помещения (квартиры) путем участия в долевом строительстве в целях реализации муниципальной адресной программы ""Переселение граждан, проживающих на территории города Иркутска, из аварийного жилищного фонда, признанного таковым после 1 января 2017 года, в 2025-2028 годах""";КОМИТЕТ ПО ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКЕ АДМИНИСТРАЦИИ ГОРОДА ИРКУТСКА;;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0134300097526000944;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0134300097526000944
48;0816500000626013026;44-ФЗ;Закупка завершена;5349990.36;Приобретение 1 (одного) жилого помещения (благоустроенной квартиры) путем участия в долевом строительстве многоквартирного дома в г. Якутске, Республики Саха (Якутия), в рамках реализации республиканской адресной программы «Переселение граждан из аварийного жилищного фонда на 2025-2028 годы».;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ДИРЕКЦИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0816500000626013026;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0816500000626013026
48;0134300097526000904;44-ФЗ;Закупка завершена;5203333.24;"Приобретение жилого помещения (квартиры) путем участия в долевом строительстве в целях реализации муниципальной адресной программы ""Переселение граждан, проживающих на территории города Иркутска, из аварийного жилищного фонда, признанного таковым после 1 января 2017 года, в 2025-2028 годах""";КОМИТЕТ ПО ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКЕ АДМИНИСТРАЦИИ ГОРОДА ИРКУТСКА;;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0134300097526000904;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0134300097526000904
48;0134300097526000907;44-ФЗ;Закупка завершена;5203333.24;"Приобретение жилого помещения (квартиры) путем участия в долевом строительстве в целях реализации муниципальной адресной программы ""Переселение граждан, проживающих на территории города Иркутска, из аварийного жилищного фонда, признанного таковым после 1 января 2017 года, в 2025-2028 годах""";КОМИТЕТ ПО ГРАДОСТРОИТЕЛЬНОЙ ПОЛИТИКЕ АДМИНИСТРАЦИИ ГОРОДА ИРКУТСКА;;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0134300097526000907;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0134300097526000907
48;0851200000626005347;44-ФЗ;Закупка завершена;3926185.0;Поставка телефонных аппаратов для расширения телефонной сети ГБУЗ НСО «ГНОКГВВ»;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННЫЙ НОВОСИБИРСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ГОСПИТАЛЬ ВЕТЕРАНОВ ВОЙН""";;https://zakupki.gov.ru/epz/order/notice/ea44/view/documents.html?regNumber=0851200000626005347;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=0851200000626005347
45;32616287630;223-ФЗ;Работа комиссии;2434518.68;Услуги по комплексному техническому обслуживанию и текущему ремонту лифтов;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУРЕЧЕНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";43.29.19.110;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616287630;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616287630
45;32616316658;223-ФЗ;Подача заявок;1734500.0;Выполнение работ по ремонту двух одиночных симметричных стрелочных переводов на деревянных брусьях, шпалах с балластировкой щебеночным балластом, расположенных по адресу: г. Красноярск, ул. Северное шоссе, д. 39;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАЕВАЯ ДОРОЖНО-ЭКСПЛУАТАЦИОННАЯ ОРГАНИЗАЦИЯ""";42.12.20.150;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316658;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316658
45;32616316545;223-ФЗ;Подача заявок;1655119.1;Выполнение работ по ремонту строительных конструкций здания котельной №35 п. Таежный Ангарского филиала АО «КрасЭКо» с использованием давальческих ТМЦ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКАЯ РЕГИОНАЛЬНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";43.99.90.100;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316545;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316545
45;32616276734;223-ФЗ;Работа комиссии;1516194.35;"Лот №106902-РЕМ ПРОД-2026-КамчЭн ""ОКПД2 41.20.40 Выполнение работ по аварийно-восстановительному ремонту в связи с последствиями землетрясения на зданиях котельных № 6 «Авача», № 12 «Сероглазка», № 18 «Завойко», № 42 «Заозёрный», № 56 «с/х Петропавловский», ЦТП-14 «Моховая», № 14 «Халактырка», № 62 «103 квартал», № 52 «108 квартал», Помещения ремонтного участка ПКГО, Помещения БХЛ в ПКГО для нужд филиала Коммунальная энергетика""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""КАМЧАТСКЭНЕРГО""";41.20.40;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616276734;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616276734
45;32616316563;223-ФЗ;Подача заявок;1484384.08;"Выполнение работ по текущему ремонту кровли профилированным листом здания ТП-26 Филиал №7 ""Служба энергохозяйства"" МКП ""ГЭТ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ Г. НОВОСИБИРСКА ""ГОРЭЛЕКТРОТРАНСПОРТ""";41.20.40.900;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316563;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316563
45;32616316627;223-ФЗ;Подача заявок;1256114.42;"Выполнение работ по текущему ремонту 3-4 осмотровой канавы в здании депо филиала №1 ""Дзержинский троллейбусный"" МКП ""ГЭТ""";"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ ПРЕДПРИЯТИЕ Г. НОВОСИБИРСКА ""ГОРЭЛЕКТРОТРАНСПОРТ""";41.20.40.900;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316627;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316627
45;32616316791;223-ФЗ;Подача заявок;1023269.2;Услуги по комплексному техническому обслуживанию и текущему ремонту лифтов;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУРЕЧЕНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";43.29;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316791;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316791
45;32616316516;223-ФЗ;Подача заявок;350070.45;"Выполнение строительно-монтажных работ по замене контрольно-измерительных пунктов системы электрохимической защиты на объекте: ""Подземный газопровод высокого давления ул. Бестужева, Лесной проезд""";"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭНЕРГИЯ"" Г. НОВОСИБИРСКА";43.29.19.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316516;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316516
45;32616316507;223-ФЗ;Подача заявок;257315.08;"Выполнение строительно-монтажных работ по замене контрольно-измерительных пунктов и протекторной группы системы электрохимической защиты на объекте: ""Надземный и подземный газопровод низкого давления ул. Оборонная, Связистов, Танкистов""";"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭНЕРГИЯ"" Г. НОВОСИБИРСКА";43.29.19.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316507;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316507
45;32616316226;223-ФЗ;Работа комиссии;199508.0;Ремонт помещения в служебном общежитии ГАУ ДПО ЧИРОиПК;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ЧУКОТСКОГО АВТОНОМНОГО ОКРУГА ""ЧУКОТСКИЙ ИНСТИТУТ РАЗВИТИЯ ОБРАЗОВАНИЯ И ПОВЫШЕНИЯ КВАЛИФИКАЦИИ""";43.39.19.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616316226;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616316226
45;32616315378;223-ФЗ;Работа комиссии;172316.1;Оказание услуг по ремонту окон (основное здание);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""ОБСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""";43.32.10.110;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616315378;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616315378
45;32616308004;223-ФЗ;Работа комиссии;171469.98;"Оказание услуг по ремонту резинового покрытия колясочной поликлиники БУЗОО ""ГКБСМП №2"", по адресу: г. Омск, ул. Лизы Чайкиной, д.7; ремонту резинового покрытия крыльца главного входа поликлиники БУЗОО ""ГКБСМП №2"", по адресу: г. Омск, ул. Лизы Чайкиной. Д.7";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ № 2""";43.99.90.190;https://zakupki.gov.ru/223/purchase/public/purchase/info/documents.html?regNumber=32616308004;https://zakupki.gov.ru/epz/order/quicksearch/search.html?searchString=32616308004
